id_chamado,data_abertura,bairro,tipo,status,tempo_horas,nota_avaliacao
260383,2026-02-06,Tijuca,Iluminação Pública,Fechado,14.3,
260384,2026-02-06,Botafogo,Poda de árvore,Fechado,464.5,2.0
260385,2026-02-06,Realengo,Buraco na via,Fechado,106.8,
260386,2026-02-06,Santa Cruz,Buraco na via,Fechado,14.4,
260387,2026-02-06,Tijuca,Poda de árvore,Fechado,428.2,
260388,2026-02-06,Méier,Iluminação Pública,Fechado,40.3,5.0
260389,2026-02-07,Copacabana,Iluminação Pública,Fechado,47.0,
260390,2026-02-07,Realengo,Poda de árvore,Fechado,536.6,3.0
260391,2026-02-07,Realengo,Fiscalização de barulho,Fechado,3.4,2.0
260392,2026-02-07,Tijuca,Estacionamento irregular,Fechado,2.1,4.0
260393,2026-02-07,Campo Grande,Remoção de entulho,Fechado,140.6,4.0
260394,2026-02-07,Centro,Estacionamento irregular,Fechado,3.1,4.0
260395,2026-02-07,Santa Cruz,Buraco na via,Fechado,125.9,
260396,2026-02-07,Santa Cruz,Remoção de entulho,Aberto,,
260397,2026-02-07,Realengo,Buraco na via,Aberto,,
260398,2026-02-07,Realengo,Remoção de entulho,Fechado,79.2,
260399,2026-02-08,Campo Grande,Remoção de entulho,Fechado,126.7,2.0
260400,2026-02-08,Copacabana,Estacionamento irregular,Aberto,,
260401,2026-02-08,Madureira,Buraco na via,Fechado,63.4,3.0
260402,2026-02-08,Botafogo,Buraco na via,Aberto,,
260403,2026-02-08,Copacabana,Estacionamento irregular,Fechado,4.0,
260404,2026-02-08,Copacabana,Iluminação Pública,Fechado,30.1,
260405,2026-02-08,Realengo,Estacionamento irregular,Fechado,1.9,5.0
260406,2026-02-08,Campo Grande,Buraco na via,Fechado,170.8,
260407,2026-02-08,Santa Cruz,Estacionamento irregular,Aberto,,
260408,2026-02-08,Tijuca,Remoção de entulho,Fechado,105.3,3.0
260409,2026-02-08,Tijuca,Poda de árvore,Fechado,183.9,5.0
260410,2026-02-08,Copacabana,Poda de árvore,Fechado,228.7,3.0
260411,2026-02-08,Santa Cruz,Remoção de entulho,Fechado,83.0,
260412,2026-02-08,Centro,Iluminação Pública,Fechado,37.8,5.0
260413,2026-02-09,Botafogo,Poda de árvore,Fechado,502.5,
260414,2026-02-09,Campo Grande,Remoção de entulho,Fechado,263.4,2.0
260415,2026-02-09,Campo Grande,Estacionamento irregular,Aberto,,
260416,2026-02-09,Copacabana,Remoção de entulho,Fechado,56.0,4.0
260417,2026-02-09,Campo Grande,Estacionamento irregular,Fechado,8.8,4.0
260418,2026-02-09,Centro,Poda de árvore,Fechado,162.5,4.0
260419,2026-02-09,Campo Grande,Fiscalização de barulho,Fechado,9.4,
260420,2026-02-09,Campo Grande,Iluminação Pública,Aberto,,
260421,2026-02-09,Centro,Fiscalização de barulho,Fechado,3.0,3.0
260422,2026-02-09,Barra da Tijuca,Iluminação Pública,Fechado,80.7,
260423,2026-02-09,Campo Grande,Fiscalização de barulho,Fechado,5.5,4.0
260424,2026-02-09,Campo Grande,Remoção de entulho,Fechado,61.3,4.0
260425,2026-02-09,Santa Cruz,Buraco na via,Fechado,131.5,4.0
260426,2026-02-10,Santa Cruz,Fiscalização de barulho,Fechado,,4.0
260427,2026-02-10,Centro,Estacionamento irregular,Fechado,3.2,
260428,2026-02-10,Centro,Poda de árvore,Fechado,254.6,4.0
260429,2026-02-10,Botafogo,Remoção de entulho,Fechado,33.1,
260430,2026-02-10,Centro,Remoção de entulho,Fechado,16.7,5.0
260431,2026-02-10,Campo Grande,Remoção de entulho,Fechado,90.8,3.0
260432,2026-02-10,Santa Cruz,Fiscalização de barulho,Fechado,2.0,3.0
260433,2026-02-10,Santa Cruz,Fiscalização de barulho,Fechado,4.9,3.0
260434,2026-02-10,Campo Grande,Iluminação Pública,Fechado,57.7,4.0
260435,2026-02-10,Copacabana,Buraco na via,Fechado,46.9,
260436,2026-02-10,Campo Grande,Remoção de entulho,Fechado,64.9,
260437,2026-02-11,Tijuca,Remoção de entulho,Fechado,55.3,5.0
260438,2026-02-11,Centro,Buraco na via,Fechado,100.9,3.0
260439,2026-02-11,Campo Grande,Iluminação Pública,Aberto,,
260440,2026-02-11,Campo Grande,Remoção de entulho,Fechado,69.2,
260441,2026-02-11,Barra da Tijuca,Iluminação Pública,Fechado,48.6,4.0
260442,2026-02-11,Campo Grande,Fiscalização de barulho,Fechado,6.0,
260443,2026-02-11,Centro,Fiscalização de barulho,Fechado,7.3,2.0
260444,2026-02-11,Realengo,Fiscalização de barulho,Fechado,9.6,
260445,2026-02-12,Campo Grande,Fiscalização de barulho,Fechado,9.5,2.0
260446,2026-02-12,Realengo,Remoção de entulho,Aberto,,
260447,2026-02-12,Realengo,Estacionamento irregular,Fechado,6.5,2.0
260448,2026-02-12,Santa Cruz,Remoção de entulho,Fechado,46.0,3.0
260449,2026-02-12,Realengo,Iluminação Pública,Fechado,14.3,5.0
260450,2026-02-12,Santa Cruz,Estacionamento irregular,Fechado,3.2,5.0
260451,2026-02-12,Copacabana,Iluminação Pública,Fechado,63.3,4.0
260452,2026-02-12,Copacabana,Iluminação Pública,Fechado,27.0,
260453,2026-02-12,Copacabana,Estacionamento irregular,Fechado,1.8,5.0
260454,2026-02-12,Copacabana,Buraco na via,Fechado,107.3,
260455,2026-02-12,Campo Grande,Iluminação Pública,Fechado,116.7,
260456,2026-02-12,Botafogo,Buraco na via,Fechado,172.7,
260457,2026-02-12,Copacabana,Fiscalização de barulho,Fechado,5.4,1.0
260458,2026-02-12,Barra da Tijuca,Buraco na via,Fechado,87.1,4.0
260459,2026-02-12,Copacabana,Remoção de entulho,Fechado,51.6,4.0
260460,2026-02-12,Madureira,Poda de árvore,Fechado,246.7,
260461,2026-02-13,Santa Cruz,Iluminação Pública,Fechado,58.6,
260462,2026-02-13,Santa Cruz,Estacionamento irregular,Fechado,5.5,3.0
260463,2026-02-13,Tijuca,Iluminação Pública,Fechado,96.9,
260464,2026-02-13,Centro,Fiscalização de barulho,Fechado,4.4,2.0
260465,2026-02-13,Realengo,Poda de árvore,Fechado,282.4,4.0
260466,2026-02-13,Madureira,Fiscalização de barulho,Aberto,,
260467,2026-02-13,Tijuca,Buraco na via,Fechado,83.4,3.0
260468,2026-02-13,Realengo,Buraco na via,Fechado,107.4,
260469,2026-02-13,Copacabana,Buraco na via,Fechado,242.4,
260470,2026-02-13,Copacabana,Remoção de entulho,Fechado,30.6,5.0
260471,2026-02-13,Barra da Tijuca,Poda de árvore,Fechado,191.7,4.0
260472,2026-02-13,Madureira,Estacionamento irregular,Fechado,4.6,3.0
260473,2026-02-13,Copacabana,Buraco na via,Fechado,48.0,4.0
260474,2026-02-14,Santa Cruz,Estacionamento irregular,Fechado,3.1,
260475,2026-02-14,Copacabana,Estacionamento irregular,Fechado,3.7,
260476,2026-02-14,Realengo,Remoção de entulho,Fechado,72.0,
260477,2026-02-14,Tijuca,Buraco na via,Fechado,80.3,
260478,2026-02-14,Tijuca,Iluminação Pública,Fechado,74.0,4.0
260479,2026-02-14,Realengo,Remoção de entulho,Aberto,,
260480,2026-02-14,Barra da Tijuca,Buraco na via,Fechado,65.4,
260481,2026-02-14,Tijuca,Poda de árvore,Fechado,180.3,
260482,2026-02-14,Barra da Tijuca,Fiscalização de barulho,Fechado,10.1,
260483,2026-02-14,Méier,Remoção de entulho,Fechado,164.9,
260484,2026-02-15,Barra da Tijuca,Iluminação Pública,Aberto,,
260485,2026-02-15,Tijuca,Remoção de entulho,Fechado,71.5,5.0
260486,2026-02-15,Copacabana,Poda de árvore,Fechado,188.2,3.0
260487,2026-02-15,Copacabana,Fiscalização de barulho,Fechado,3.8,
260488,2026-02-15,Copacabana,Buraco na via,Fechado,130.3,3.0
260489,2026-02-15,Realengo,Fiscalização de barulho,Fechado,4.5,2.0
260490,2026-02-15,Realengo,Remoção de entulho,Fechado,135.0,4.0
260491,2026-02-15,Madureira,Iluminação Pública,Fechado,31.7,
260492,2026-02-15,Copacabana,Poda de árvore,Fechado,,
260493,2026-02-15,Tijuca,Poda de árvore,Fechado,215.6,
260494,2026-02-15,Santa Cruz,Remoção de entulho,Fechado,23.9,5.0
260495,2026-02-15,Copacabana,Buraco na via,Aberto,,
260496,2026-02-15,Barra da Tijuca,Remoção de entulho,Fechado,195.4,3.0
260497,2026-02-16,Centro,Estacionamento irregular,Fechado,3.3,
260498,2026-02-16,Barra da Tijuca,Remoção de entulho,Fechado,92.7,3.0
260499,2026-02-16,Campo Grande,Remoção de entulho,Aberto,,
260500,2026-02-16,Copacabana,Iluminação Pública,Fechado,54.1,3.0
260501,2026-02-16,Madureira,Remoção de entulho,Fechado,113.8,3.0
260502,2026-02-16,Realengo,Buraco na via,Fechado,41.0,4.0
260503,2026-02-16,Botafogo,Estacionamento irregular,Fechado,,5.0
260504,2026-02-16,Copacabana,Buraco na via,Fechado,82.4,
260505,2026-02-16,Santa Cruz,Remoção de entulho,Fechado,,4.0
260506,2026-02-16,Centro,Fiscalização de barulho,Fechado,4.8,
260507,2026-02-17,Tijuca,Iluminação Pública,Fechado,,5.0
260508,2026-02-17,Barra da Tijuca,Fiscalização de barulho,Fechado,4.9,1.0
260509,2026-02-17,Campo Grande,Buraco na via,Fechado,106.4,
260510,2026-02-17,Botafogo,Iluminação Pública,Fechado,45.6,
260511,2026-02-17,Campo Grande,Buraco na via,Fechado,68.4,
260512,2026-02-17,Realengo,Iluminação Pública,Fechado,39.2,4.0
260513,2026-02-17,Realengo,Iluminação Pública,Fechado,80.6,4.0
260514,2026-02-17,Tijuca,Iluminação Pública,Aberto,,
260515,2026-02-17,Tijuca,Poda de árvore,Fechado,147.3,
260516,2026-02-18,Santa Cruz,Poda de árvore,Fechado,120.5,
260517,2026-02-18,Madureira,Estacionamento irregular,Fechado,8.4,4.0
260518,2026-02-18,Campo Grande,Buraco na via,Fechado,626.2,1.0
260519,2026-02-18,Barra da Tijuca,Iluminação Pública,Fechado,50.4,4.0
260520,2026-02-18,Realengo,Remoção de entulho,Fechado,55.0,4.0
260521,2026-02-18,Campo Grande,Buraco na via,Fechado,371.5,2.0
260522,2026-02-19,Centro,Remoção de entulho,Fechado,52.5,4.0
260523,2026-02-19,Barra da Tijuca,Iluminação Pública,Fechado,38.3,4.0
260524,2026-02-19,Copacabana,Estacionamento irregular,Fechado,6.5,3.0
260525,2026-02-19,Realengo,Remoção de entulho,Fechado,41.8,4.0
260526,2026-02-19,Santa Cruz,Estacionamento irregular,Fechado,5.5,4.0
260527,2026-02-19,Campo Grande,Poda de árvore,Aberto,,
260528,2026-02-19,Campo Grande,Iluminação Pública,Fechado,47.5,4.0
260529,2026-02-19,Tijuca,Estacionamento irregular,Aberto,,
260530,2026-02-19,Realengo,Fiscalização de barulho,Fechado,2.8,3.0
260531,2026-02-19,Campo Grande,Remoção de entulho,Fechado,99.7,5.0
260532,2026-02-19,Tijuca,Remoção de entulho,Fechado,70.7,4.0
260533,2026-02-19,Copacabana,Iluminação Pública,Fechado,136.0,
260534,2026-02-19,Campo Grande,Poda de árvore,Aberto,,
260535,2026-02-19,Realengo,Fiscalização de barulho,Fechado,3.8,3.0
260536,2026-02-19,Copacabana,Iluminação Pública,Fechado,58.8,3.0
260537,2026-02-19,Botafogo,Iluminação Pública,Fechado,,
260538,2026-02-19,Campo Grande,Estacionamento irregular,Fechado,1.5,
260539,2026-02-19,Centro,Fiscalização de barulho,Fechado,5.0,2.0
260540,2026-02-19,Campo Grande,Remoção de entulho,Aberto,,
260541,2026-02-20,Tijuca,Poda de árvore,Fechado,73.9,5.0
260542,2026-02-20,Campo Grande,Iluminação Pública,Aberto,,
260543,2026-02-20,Santa Cruz,Iluminação Pública,Fechado,22.0,5.0
260544,2026-02-20,Realengo,Poda de árvore,Aberto,,
260545,2026-02-20,Santa Cruz,Iluminação Pública,Fechado,91.3,
260546,2026-02-20,Campo Grande,Buraco na via,Aberto,,
260547,2026-02-20,Madureira,Iluminação Pública,Fechado,88.7,
260548,2026-02-20,Centro,Estacionamento irregular,Aberto,,
260549,2026-02-20,Copacabana,Buraco na via,Fechado,531.4,2.0
260550,2026-02-20,Tijuca,Remoção de entulho,Fechado,96.3,
260551,2026-02-20,Realengo,Remoção de entulho,Fechado,,
260552,2026-02-20,Santa Cruz,Remoção de entulho,Fechado,53.9,
260553,2026-02-20,Copacabana,Buraco na via,Aberto,,
260554,2026-02-21,Santa Cruz,Estacionamento irregular,Fechado,1.1,
260555,2026-02-21,Tijuca,Iluminação Pública,Fechado,16.6,5.0
260556,2026-02-21,Copacabana,Fiscalização de barulho,Fechado,12.8,
260557,2026-02-21,Tijuca,Fiscalização de barulho,Fechado,2.4,3.0
260558,2026-02-21,Ipanema,Poda de árvore,Aberto,,
260559,2026-02-21,Copacabana,Iluminação Pública,Aberto,,
260560,2026-02-21,Campo Grande,Iluminação Pública,Fechado,102.7,
260561,2026-02-21,Santa Cruz,Poda de árvore,Fechado,139.5,4.0
260562,2026-02-21,Santa Cruz,Iluminação Pública,Fechado,57.7,4.0
260563,2026-02-21,Méier,Fiscalização de barulho,Fechado,4.2,2.0
260564,2026-02-21,Campo Grande,Fiscalização de barulho,Fechado,7.0,
260565,2026-02-21,Botafogo,Iluminação Pública,Aberto,,
260566,2026-02-21,Santa Cruz,Estacionamento irregular,Fechado,2.2,5.0
260567,2026-02-22,Méier,Buraco na via,Fechado,230.9,3.0
260568,2026-02-22,Santa Cruz,Estacionamento irregular,Fechado,2.6,5.0
260569,2026-02-22,Centro,Fiscalização de barulho,Fechado,4.0,3.0
260570,2026-02-22,Tijuca,Estacionamento irregular,Fechado,2.0,4.0
260571,2026-02-22,Campo Grande,Iluminação Pública,Fechado,42.5,4.0
260572,2026-02-22,Méier,Poda de árvore,Fechado,311.1,
260573,2026-02-22,Campo Grande,Iluminação Pública,Aberto,,
260574,2026-02-22,Barra da Tijuca,Iluminação Pública,Fechado,52.5,5.0
260575,2026-02-23,Campo Grande,Estacionamento irregular,Fechado,2.6,5.0
260576,2026-02-23,Campo Grande,Fiscalização de barulho,Fechado,7.3,
260577,2026-02-23,Botafogo,Remoção de entulho,Fechado,95.5,4.0
260578,2026-02-23,Realengo,Poda de árvore,Fechado,210.5,
260579,2026-02-23,Botafogo,Fiscalização de barulho,Fechado,15.2,
260580,2026-02-23,Tijuca,Buraco na via,Fechado,126.7,3.0
260581,2026-02-23,Realengo,Iluminação Pública,Fechado,58.9,4.0
260582,2026-02-23,Ipanema,Buraco na via,Fechado,409.1,
260583,2026-02-23,Botafogo,Remoção de entulho,Fechado,,2.0
260584,2026-02-24,Copacabana,Iluminação Pública,Fechado,48.3,4.0
260585,2026-02-24,Santa Cruz,Estacionamento irregular,Fechado,3.8,
260586,2026-02-24,Realengo,Poda de árvore,Fechado,,4.0
260587,2026-02-24,Realengo,Iluminação Pública,Fechado,85.1,4.0
260588,2026-02-24,Santa Cruz,Iluminação Pública,Fechado,54.5,
260589,2026-02-24,Campo Grande,Iluminação Pública,Fechado,115.5,
260590,2026-02-24,Barra da Tijuca,Iluminação Pública,Fechado,42.7,4.0
260591,2026-02-24,Campo Grande,Estacionamento irregular,Fechado,2.4,5.0
260592,2026-02-24,Santa Cruz,Iluminação Pública,Fechado,31.9,4.0
260593,2026-02-24,Campo Grande,Estacionamento irregular,Aberto,,
260594,2026-02-24,Copacabana,Estacionamento irregular,Fechado,4.6,
260595,2026-02-24,Realengo,Estacionamento irregular,Aberto,,
260596,2026-02-24,Santa Cruz,Iluminação Pública,Fechado,59.4,5.0
260597,2026-02-25,Campo Grande,Remoção de entulho,Fechado,54.6,4.0
260598,2026-02-25,Barra da Tijuca,Iluminação Pública,Fechado,60.8,3.0
260599,2026-02-25,Santa Cruz,Remoção de entulho,Fechado,125.5,3.0
260600,2026-02-25,Barra da Tijuca,Remoção de entulho,Aberto,,
260601,2026-02-25,Centro,Buraco na via,Fechado,156.2,
260602,2026-02-25,Copacabana,Buraco na via,Fechado,160.9,3.0
260603,2026-02-25,Campo Grande,Iluminação Pública,Fechado,34.0,
260604,2026-02-25,Campo Grande,Remoção de entulho,Fechado,94.2,
260605,2026-02-25,Campo Grande,Iluminação Pública,Fechado,88.0,
260606,2026-02-26,Santa Cruz,Iluminação Pública,Fechado,43.4,
260607,2026-02-26,Botafogo,Fiscalização de barulho,Fechado,3.2,3.0
260608,2026-02-26,Copacabana,Iluminação Pública,Aberto,,
260609,2026-02-26,Santa Cruz,Remoção de entulho,Fechado,,3.0
260610,2026-02-26,Copacabana,Iluminação Pública,Aberto,,
260611,2026-02-26,Tijuca,Buraco na via,Aberto,,
260612,2026-02-26,Santa Cruz,Poda de árvore,Fechado,136.5,4.0
260613,2026-02-26,Copacabana,Buraco na via,Fechado,94.2,
260614,2026-02-26,Tijuca,Buraco na via,Fechado,100.1,
260615,2026-02-26,Méier,Buraco na via,Fechado,85.6,
260616,2026-02-26,Copacabana,Remoção de entulho,Fechado,162.9,3.0
260617,2026-02-26,Centro,Iluminação Pública,Fechado,79.6,
260618,2026-02-27,Méier,Remoção de entulho,Fechado,51.8,
260619,2026-02-27,Copacabana,Buraco na via,Fechado,85.0,4.0
260620,2026-02-27,Santa Cruz,Buraco na via,Aberto,,
260621,2026-02-27,Santa Cruz,Iluminação Pública,Fechado,51.3,
260622,2026-02-27,Tijuca,Estacionamento irregular,Fechado,5.6,3.0
260623,2026-02-27,Santa Cruz,Estacionamento irregular,Aberto,,
260624,2026-02-27,Copacabana,Buraco na via,Fechado,67.6,5.0
260625,2026-02-27,Campo Grande,Poda de árvore,Fechado,239.5,
260626,2026-02-27,Campo Grande,Fiscalização de barulho,Fechado,4.1,3.0
260627,2026-02-27,Santa Cruz,Remoção de entulho,Fechado,54.0,4.0
260628,2026-02-27,Copacabana,Buraco na via,Fechado,210.5,3.0
260629,2026-02-27,Realengo,Iluminação Pública,Fechado,44.0,
260630,2026-02-27,Copacabana,Buraco na via,Fechado,134.8,
260631,2026-02-27,Copacabana,Buraco na via,Fechado,231.0,
260632,2026-02-27,Realengo,Poda de árvore,Fechado,216.8,5.0
260633,2026-02-27,Centro,Poda de árvore,Aberto,,
260634,2026-02-28,Botafogo,Estacionamento irregular,Fechado,5.1,
260635,2026-02-28,Botafogo,Remoção de entulho,Fechado,44.4,
260636,2026-02-28,Méier,Remoção de entulho,Fechado,84.9,3.0
260637,2026-02-28,Campo Grande,Fiscalização de barulho,Fechado,4.3,
260638,2026-02-28,Tijuca,Remoção de entulho,Fechado,63.7,3.0
260639,2026-02-28,Madureira,Buraco na via,Fechado,,3.0
260640,2026-02-28,Santa Cruz,Estacionamento irregular,Fechado,,3.0
260641,2026-02-28,Centro,Remoção de entulho,Fechado,49.3,5.0
260642,2026-02-28,Santa Cruz,Buraco na via,Fechado,181.7,
260643,2026-02-28,Ipanema,Remoção de entulho,Fechado,85.5,4.0
260644,2026-02-28,Copacabana,Buraco na via,Fechado,58.7,4.0
260645,2026-02-28,Copacabana,Iluminação Pública,Fechado,24.6,4.0
260646,2026-02-28,Campo Grande,Estacionamento irregular,Fechado,,5.0
260647,2026-02-28,Botafogo,Fiscalização de barulho,Fechado,5.9,2.0
260648,2026-03-01,Santa Cruz,Remoção de entulho,Aberto,,
260649,2026-03-01,Botafogo,Poda de árvore,Fechado,,5.0
260650,2026-03-01,Botafogo,Remoção de entulho,Fechado,21.3,4.0
260651,2026-03-01,Copacabana,Iluminação Pública,Fechado,31.1,5.0
260652,2026-03-01,Campo Grande,Iluminação Pública,Aberto,,
260653,2026-03-01,Santa Cruz,Fiscalização de barulho,Fechado,12.5,2.0
260654,2026-03-01,Copacabana,Poda de árvore,Fechado,125.7,4.0
260655,2026-03-02,Tijuca,Iluminação Pública,Fechado,81.0,3.0
260656,2026-03-02,Botafogo,Buraco na via,Aberto,,
260657,2026-03-02,Campo Grande,Iluminação Pública,Fechado,70.4,
260658,2026-03-02,Barra da Tijuca,Remoção de entulho,Fechado,30.0,5.0
260659,2026-03-02,Centro,Estacionamento irregular,Fechado,4.7,4.0
260660,2026-03-02,Santa Cruz,Iluminação Pública,Aberto,,
260661,2026-03-02,Campo Grande,Remoção de entulho,Fechado,110.4,
260662,2026-03-02,Santa Cruz,Remoção de entulho,Fechado,130.0,
260663,2026-03-02,Realengo,Iluminação Pública,Fechado,60.3,
260664,2026-03-03,Tijuca,Poda de árvore,Fechado,117.8,3.0
260665,2026-03-03,Campo Grande,Iluminação Pública,Fechado,19.5,4.0
260666,2026-03-03,Centro,Estacionamento irregular,Fechado,7.2,3.0
260667,2026-03-03,Realengo,Estacionamento irregular,Fechado,2.4,
260668,2026-03-03,Santa Cruz,Poda de árvore,Fechado,256.4,3.0
260669,2026-03-03,Campo Grande,Estacionamento irregular,Aberto,,
260670,2026-03-03,Santa Cruz,Buraco na via,Fechado,60.0,3.0
260671,2026-03-03,Méier,Buraco na via,Fechado,334.2,
260672,2026-03-03,Botafogo,Estacionamento irregular,Fechado,3.0,4.0
260673,2026-03-03,Ipanema,Fiscalização de barulho,Fechado,7.0,
260674,2026-03-03,Centro,Buraco na via,Fechado,110.2,3.0
260675,2026-03-03,Barra da Tijuca,Remoção de entulho,Fechado,46.2,5.0
260676,2026-03-03,Realengo,Buraco na via,Fechado,53.3,5.0
260677,2026-03-04,Centro,Estacionamento irregular,Fechado,3.9,3.0
260678,2026-03-04,Campo Grande,Buraco na via,Fechado,,3.0
260679,2026-03-04,Santa Cruz,Buraco na via,Fechado,67.1,3.0
260680,2026-03-04,Barra da Tijuca,Remoção de entulho,Fechado,98.7,4.0
260681,2026-03-04,Ipanema,Poda de árvore,Fechado,220.2,3.0
260682,2026-03-04,Campo Grande,Remoção de entulho,Fechado,56.3,
260683,2026-03-04,Realengo,Iluminação Pública,Fechado,33.3,
260684,2026-03-04,Realengo,Iluminação Pública,Aberto,,
260685,2026-03-04,Realengo,Fiscalização de barulho,Fechado,6.9,
260686,2026-03-04,Copacabana,Buraco na via,Fechado,47.2,4.0
260687,2026-03-04,Realengo,Iluminação Pública,Fechado,54.6,
260688,2026-03-04,Campo Grande,Fiscalização de barulho,Fechado,4.7,3.0
260689,2026-03-04,Madureira,Fiscalização de barulho,Fechado,7.2,
260690,2026-03-04,Campo Grande,Remoção de entulho,Fechado,149.2,2.0
260691,2026-03-04,Santa Cruz,Remoção de entulho,Fechado,96.4,3.0
260692,2026-03-05,Copacabana,Buraco na via,Fechado,66.6,3.0
260693,2026-03-05,Madureira,Iluminação Pública,Fechado,,4.0
260694,2026-03-05,Santa Cruz,Fiscalização de barulho,Fechado,8.8,
260695,2026-03-05,Botafogo,Iluminação Pública,Fechado,48.8,
260696,2026-03-05,Tijuca,Remoção de entulho,Fechado,113.7,
260697,2026-03-06,Barra da Tijuca,Estacionamento irregular,Fechado,3.6,
260698,2026-03-06,Santa Cruz,Iluminação Pública,Aberto,,
260699,2026-03-06,Realengo,Fiscalização de barulho,Fechado,4.0,3.0
260700,2026-03-06,Centro,Iluminação Pública,Aberto,,
260701,2026-03-06,Campo Grande,Remoção de entulho,Fechado,34.3,5.0
260702,2026-03-06,Copacabana,Fiscalização de barulho,Aberto,,
260703,2026-03-06,Copacabana,Iluminação Pública,Fechado,52.7,
260704,2026-03-06,Santa Cruz,Fiscalização de barulho,Fechado,7.9,2.0
260705,2026-03-06,Méier,Poda de árvore,Fechado,,4.0
260706,2026-03-06,Santa Cruz,Buraco na via,Aberto,,
260707,2026-03-06,Realengo,Remoção de entulho,Fechado,63.8,
260708,2026-03-06,Barra da Tijuca,Remoção de entulho,Aberto,,
260709,2026-03-07,Campo Grande,Buraco na via,Fechado,266.0,3.0
260710,2026-03-07,Santa Cruz,Estacionamento irregular,Fechado,2.5,
260711,2026-03-07,Santa Cruz,Estacionamento irregular,Fechado,8.8,3.0
260712,2026-03-07,Campo Grande,Remoção de entulho,Aberto,,
260713,2026-03-07,Realengo,Iluminação Pública,Fechado,64.8,4.0
260714,2026-03-07,Botafogo,Estacionamento irregular,Fechado,4.5,
260715,2026-03-07,Realengo,Iluminação Pública,Fechado,24.0,5.0
260716,2026-03-07,Barra da Tijuca,Remoção de entulho,Fechado,45.1,
260717,2026-03-08,Centro,Remoção de entulho,Fechado,,5.0
260718,2026-03-08,Realengo,Buraco na via,Fechado,80.6,5.0
260719,2026-03-08,Botafogo,Iluminação Pública,Fechado,57.1,
260720,2026-03-08,Tijuca,Buraco na via,Fechado,169.4,3.0
260721,2026-03-08,Ipanema,Buraco na via,Fechado,50.4,
260722,2026-03-08,Campo Grande,Iluminação Pública,Fechado,53.2,4.0
260723,2026-03-08,Botafogo,Iluminação Pública,Aberto,,
260724,2026-03-08,Centro,Iluminação Pública,Fechado,65.3,3.0
260725,2026-03-08,Realengo,Estacionamento irregular,Fechado,2.7,4.0
260726,2026-03-09,Realengo,Remoção de entulho,Fechado,32.4,
260727,2026-03-09,Santa Cruz,Buraco na via,Fechado,73.2,3.0
260728,2026-03-09,Campo Grande,Estacionamento irregular,Fechado,3.7,4.0
260729,2026-03-09,Santa Cruz,Remoção de entulho,Fechado,117.6,
260730,2026-03-09,Copacabana,Buraco na via,Fechado,108.8,
260731,2026-03-09,Ipanema,Buraco na via,Aberto,,
260732,2026-03-09,Tijuca,Remoção de entulho,Fechado,100.5,4.0
260733,2026-03-09,Madureira,Buraco na via,Fechado,180.9,
260734,2026-03-09,Santa Cruz,Iluminação Pública,Fechado,97.5,5.0
260735,2026-03-10,Campo Grande,Iluminação Pública,Aberto,,
260736,2026-03-10,Santa Cruz,Buraco na via,Fechado,19.6,5.0
260737,2026-03-10,Copacabana,Remoção de entulho,Fechado,,4.0
260738,2026-03-10,Realengo,Remoção de entulho,Fechado,61.4,4.0
260739,2026-03-11,Madureira,Estacionamento irregular,Fechado,7.2,3.0
260740,2026-03-11,Tijuca,Fiscalização de barulho,Fechado,2.4,
260741,2026-03-11,Copacabana,Remoção de entulho,Fechado,79.4,
260742,2026-03-11,Copacabana,Remoção de entulho,Fechado,91.1,3.0
260743,2026-03-11,Barra da Tijuca,Iluminação Pública,Fechado,42.9,
260744,2026-03-11,Copacabana,Estacionamento irregular,Fechado,2.1,
260745,2026-03-11,Campo Grande,Poda de árvore,Fechado,164.7,
260746,2026-03-11,Realengo,Iluminação Pública,Aberto,,
260747,2026-03-11,Tijuca,Estacionamento irregular,Fechado,,
260748,2026-03-12,Campo Grande,Poda de árvore,Fechado,143.4,
260749,2026-03-12,Copacabana,Iluminação Pública,Fechado,64.2,4.0
260750,2026-03-12,Realengo,Remoção de entulho,Fechado,145.6,3.0
260751,2026-03-12,Copacabana,Remoção de entulho,Fechado,110.0,2.0
260752,2026-03-12,Tijuca,Poda de árvore,Fechado,308.9,
260753,2026-03-12,Realengo,Buraco na via,Fechado,112.1,3.0
260754,2026-03-12,Centro,Remoção de entulho,Fechado,73.3,4.0
260755,2026-03-12,Campo Grande,Estacionamento irregular,Fechado,3.3,
260756,2026-03-13,Tijuca,Remoção de entulho,Fechado,38.7,5.0
260757,2026-03-13,Barra da Tijuca,Iluminação Pública,Fechado,51.4,4.0
260758,2026-03-13,Méier,Remoção de entulho,Fechado,303.4,3.0
260759,2026-03-13,Campo Grande,Iluminação Pública,Fechado,118.2,3.0
260760,2026-03-13,Campo Grande,Fiscalização de barulho,Fechado,7.6,2.0
260761,2026-03-13,Santa Cruz,Iluminação Pública,Fechado,39.3,
260762,2026-03-13,Campo Grande,Poda de árvore,Fechado,275.2,2.0
260763,2026-03-13,Copacabana,Iluminação Pública,Fechado,53.1,
260764,2026-03-13,Barra da Tijuca,Poda de árvore,Fechado,385.0,2.0
260765,2026-03-13,Santa Cruz,Estacionamento irregular,Fechado,5.6,3.0
260766,2026-03-13,Copacabana,Buraco na via,Fechado,157.4,3.0
